userId,accountType,accountNumber
6366e093fc13ae5ab50001cb,Ahorros,834460664
6366e093fc13ae5ab50001cc,Corriente,398981078
6366e093fc13ae5ab50001cd,Ahorros,509773865
6366e093fc13ae5ab50001ce,Ahorros,364305017
6366e093fc13ae5ab50001cf,Corriente,684263212
6366e093fc13ae5ab50001d0,Ahorros,673089214
6366e093fc13ae5ab50001d1,Corriente,953700704
6366e093fc13ae5ab50001d2,Ahorros,467415727
6366e093fc13ae5ab50001d3,Ahorros,917091931
6366e093fc13ae5ab50001d4,Corriente,434306806
6366e093fc13ae5ab50001d5,Corriente,251426272
6366e093fc13ae5ab50001d6,Ahorros,37854304
6366e093fc13ae5ab50001d7,Ahorros,413549100
6366e093fc13ae5ab50001d8,Corriente,599883330
6366e093fc13ae5ab50001d9,Ahorros,40943598
6366e093fc13ae5ab50001da,Corriente,756849184
6366e093fc13ae5ab50001db,Corriente,817647058
6366e093fc13ae5ab50001dc,Corriente,245757331
6366e093fc13ae5ab50001dd,Corriente,971334075
6366e093fc13ae5ab50001de,Corriente,44028814
6366e093fc13ae5ab50001df,Ahorros,267031372
6366e093fc13ae5ab50001e0,Corriente,819406633
6366e093fc13ae5ab50001e1,Corriente,871503634
6366e093fc13ae5ab50001e2,Corriente,931546556
6366e093fc13ae5ab50001e3,Corriente,56413540
6366e093fc13ae5ab50001e4,Corriente,824449323
6366e093fc13ae5ab50001e5,Corriente,860044583
6366e093fc13ae5ab50001e6,Ahorros,579113891
6366e093fc13ae5ab50001e7,Corriente,356592354
6366e093fc13ae5ab50001e8,Corriente,966820698
6366e093fc13ae5ab50001e9,Corriente,781121138
6366e094fc13ae5ab50001ea,Corriente,48514231
6366e094fc13ae5ab50001eb,Ahorros,872633862
6366e094fc13ae5ab50001ec,Corriente,734021714
6366e094fc13ae5ab50001ed,Corriente,990417694
6366e094fc13ae5ab50001ee,Corriente,923957408
6366e094fc13ae5ab50001ef,Ahorros,131800689
6366e094fc13ae5ab50001f0,Corriente,616135329
6366e094fc13ae5ab50001f1,Ahorros,900391336
6366e094fc13ae5ab50001f2,Ahorros,437559924
6366e094fc13ae5ab50001f3,Corriente,767600959
6366e094fc13ae5ab50001f4,Ahorros,76983801
6366e094fc13ae5ab50001f5,Ahorros,209888464
6366e094fc13ae5ab50001f6,Ahorros,596720092
6366e094fc13ae5ab50001f7,Ahorros,800904687
6366e094fc13ae5ab50001f8,Ahorros,676608103
6366e094fc13ae5ab50001f9,Ahorros,620233107
6366e094fc13ae5ab50001fa,Ahorros,743600585
6366e094fc13ae5ab50001fb,Ahorros,753636895
6366e094fc13ae5ab50001fc,Ahorros,868675472
6366e094fc13ae5ab50001fd,Corriente,677023597
6366e094fc13ae5ab50001fe,Ahorros,473102999
6366e094fc13ae5ab50001ff,Corriente,825107551
6366e094fc13ae5ab5000200,Corriente,674503262
6366e094fc13ae5ab5000201,Ahorros,276410628
6366e094fc13ae5ab5000202,Corriente,586370675
6366e094fc13ae5ab5000203,Ahorros,412591158
6366e094fc13ae5ab5000204,Ahorros,889819387
6366e094fc13ae5ab5000205,Corriente,292956766
6366e094fc13ae5ab5000206,Ahorros,382071393
6366e094fc13ae5ab5000207,Ahorros,729247962
6366e094fc13ae5ab5000208,Corriente,497869896
6366e094fc13ae5ab5000209,Ahorros,273449039
6366e094fc13ae5ab500020a,Corriente,403928815
6366e094fc13ae5ab500020b,Ahorros,445935247
6366e094fc13ae5ab500020c,Corriente,508149657
6366e094fc13ae5ab500020d,Corriente,177904768
6366e094fc13ae5ab500020e,Corriente,82608075
6366e094fc13ae5ab500020f,Ahorros,415886167
6366e094fc13ae5ab5000210,Corriente,731192083
6366e094fc13ae5ab5000211,Ahorros,1766532
6366e094fc13ae5ab5000212,Corriente,139364191
6366e094fc13ae5ab5000213,Corriente,614934946
6366e094fc13ae5ab5000214,Corriente,308507962
6366e094fc13ae5ab5000215,Ahorros,555601872
6366e094fc13ae5ab5000216,Ahorros,503277297
6366e094fc13ae5ab5000217,Corriente,626952822
6366e094fc13ae5ab5000218,Corriente,264307792
6366e094fc13ae5ab5000219,Ahorros,418800529
6366e094fc13ae5ab500021a,Ahorros,986644194
6366e094fc13ae5ab500021b,Corriente,465307186
6366e094fc13ae5ab500021c,Corriente,18056766
6366e094fc13ae5ab500021d,Ahorros,675274023
6366e094fc13ae5ab500021e,Corriente,84548046
6366e094fc13ae5ab500021f,Ahorros,257302895
6366e094fc13ae5ab5000220,Corriente,602813869
6366e094fc13ae5ab5000221,Corriente,768172898
6366e094fc13ae5ab5000222,Corriente,180279932
6366e094fc13ae5ab5000223,Corriente,532226193
6366e094fc13ae5ab5000224,Ahorros,131697686
6366e094fc13ae5ab5000225,Corriente,447595702
6366e094fc13ae5ab5000226,Ahorros,131610912
6366e094fc13ae5ab5000227,Corriente,926232296
6366e094fc13ae5ab5000228,Corriente,860856476
6366e094fc13ae5ab5000229,Ahorros,943438123
6366e094fc13ae5ab500022a,Ahorros,875269115
6366e094fc13ae5ab500022b,Corriente,842928182
6366e094fc13ae5ab500022c,Corriente,23541283
6366e094fc13ae5ab500022d,Corriente,909760567
6366e094fc13ae5ab500022e,Ahorros,418853615
6366e094fc13ae5ab500022f,Corriente,913761759
6366e094fc13ae5ab5000230,Ahorros,448265345
6366e094fc13ae5ab5000231,Corriente,940248356
6366e094fc13ae5ab5000232,Corriente,73184879
6366e094fc13ae5ab5000233,Corriente,172572898
6366e094fc13ae5ab5000234,Corriente,194085989
6366e094fc13ae5ab5000235,Corriente,539273722
6366e094fc13ae5ab5000236,Corriente,97972329
6366e094fc13ae5ab5000237,Corriente,630654887
6366e094fc13ae5ab5000238,Ahorros,932739903
6366e094fc13ae5ab5000239,Corriente,223161787
6366e094fc13ae5ab500023a,Corriente,692918202
6366e094fc13ae5ab500023b,Corriente,327902959
6366e094fc13ae5ab500023c,Ahorros,139363387
6366e094fc13ae5ab500023d,Corriente,51694375
6366e094fc13ae5ab500023e,Corriente,230939563
6366e094fc13ae5ab500023f,Corriente,68412340
6366e094fc13ae5ab5000240,Ahorros,695625160
6366e094fc13ae5ab5000241,Ahorros,803629323
6366e094fc13ae5ab5000242,Corriente,223723512
6366e094fc13ae5ab5000243,Corriente,715905543
6366e094fc13ae5ab5000244,Corriente,595680741
6366e094fc13ae5ab5000245,Corriente,816177896
6366e094fc13ae5ab5000246,Ahorros,411879817
6366e094fc13ae5ab5000247,Corriente,244370179
6366e094fc13ae5ab5000248,Corriente,398336169
6366e094fc13ae5ab5000249,Ahorros,176297607
6366e094fc13ae5ab500024a,Corriente,613786411
6366e094fc13ae5ab500024b,Corriente,150302732
6366e094fc13ae5ab500024c,Ahorros,734840487
6366e094fc13ae5ab500024d,Corriente,391590334
6366e094fc13ae5ab500024e,Ahorros,30610050
6366e094fc13ae5ab500024f,Corriente,918600982
6366e094fc13ae5ab5000250,Corriente,872132190
6366e094fc13ae5ab5000251,Ahorros,160025144
6366e094fc13ae5ab5000252,Corriente,216415683
6366e094fc13ae5ab5000253,Ahorros,181546551
6366e094fc13ae5ab5000254,Corriente,523714538
6366e094fc13ae5ab5000255,Ahorros,940073175
6366e094fc13ae5ab5000256,Ahorros,476316501
6366e094fc13ae5ab5000257,Ahorros,390721450
6366e094fc13ae5ab5000258,Corriente,826627514
6366e094fc13ae5ab5000259,Corriente,141313624
6366e094fc13ae5ab500025a,Ahorros,457917631
6366e094fc13ae5ab500025b,Corriente,929233520
6366e094fc13ae5ab500025c,Ahorros,768984883
6366e094fc13ae5ab500025d,Ahorros,664007025
6366e094fc13ae5ab500025e,Corriente,885401644
6366e094fc13ae5ab500025f,Corriente,229480075
6366e094fc13ae5ab5000260,Corriente,137382136
6366e094fc13ae5ab5000261,Corriente,468834808
6366e094fc13ae5ab5000262,Corriente,982090270
6366e094fc13ae5ab5000263,Ahorros,959240075
6366e094fc13ae5ab5000264,Ahorros,207632003
6366e094fc13ae5ab5000265,Ahorros,561428841
6366e094fc13ae5ab5000266,Corriente,119477235
6366e094fc13ae5ab5000267,Ahorros,684401503
6366e094fc13ae5ab5000268,Corriente,180682769
6366e094fc13ae5ab5000269,Ahorros,261083635
6366e094fc13ae5ab500026a,Corriente,654531977
6366e094fc13ae5ab500026b,Ahorros,965717105
6366e094fc13ae5ab500026c,Ahorros,539529179
6366e094fc13ae5ab500026d,Corriente,112744525
6366e094fc13ae5ab500026e,Corriente,264548401
6366e094fc13ae5ab500026f,Ahorros,146510591
6366e094fc13ae5ab5000270,Ahorros,178595126
6366e094fc13ae5ab5000271,Ahorros,315054149
6366e094fc13ae5ab5000272,Corriente,569969042
6366e094fc13ae5ab5000273,Corriente,40787360
6366e094fc13ae5ab5000274,Corriente,329199737
6366e094fc13ae5ab5000275,Ahorros,223256884
6366e094fc13ae5ab5000276,Corriente,578565776
6366e094fc13ae5ab5000277,Ahorros,699735831
6366e094fc13ae5ab5000278,Ahorros,88676031
6366e094fc13ae5ab5000279,Corriente,856281325
6366e094fc13ae5ab500027a,Ahorros,483912737
6366e094fc13ae5ab500027b,Ahorros,54539331
6366e094fc13ae5ab500027c,Corriente,915693776
6366e094fc13ae5ab500027d,Corriente,136212017
6366e094fc13ae5ab500027e,Ahorros,846842776
6366e094fc13ae5ab500027f,Ahorros,980306949
6366e094fc13ae5ab5000280,Corriente,120772432
6366e094fc13ae5ab5000281,Corriente,514498919
6366e094fc13ae5ab5000282,Ahorros,393585151
6366e094fc13ae5ab5000283,Corriente,400702733
6366e094fc13ae5ab5000284,Corriente,626904018
6366e094fc13ae5ab5000285,Corriente,833179516
6366e094fc13ae5ab5000286,Ahorros,95980766
6366e094fc13ae5ab5000287,Corriente,141257889
6366e094fc13ae5ab5000288,Corriente,847855911
6366e094fc13ae5ab5000289,Ahorros,142977454
6366e094fc13ae5ab500028a,Ahorros,817299636
6366e094fc13ae5ab500028b,Ahorros,770519083
6366e094fc13ae5ab500028c,Ahorros,985924857
6366e094fc13ae5ab500028d,Ahorros,953305321
6366e094fc13ae5ab500028e,Corriente,850051513
6366e094fc13ae5ab500028f,Ahorros,459617679
6366e094fc13ae5ab5000290,Ahorros,372659064
6366e094fc13ae5ab5000291,Ahorros,118518321
6366e094fc13ae5ab5000292,Ahorros,797209203
6366e094fc13ae5ab5000293,Ahorros,446761576
6366e094fc13ae5ab5000294,Corriente,922899551
6366e094fc13ae5ab5000295,Ahorros,202362047
6366e094fc13ae5ab5000296,Corriente,686410376
6366e094fc13ae5ab5000297,Corriente,52931634
6366e094fc13ae5ab5000298,Corriente,292385528
6366e094fc13ae5ab5000299,Corriente,811589621
6366e094fc13ae5ab500029a,Corriente,495501906
6366e094fc13ae5ab500029b,Ahorros,264341441
6366e094fc13ae5ab500029c,Ahorros,949088861
6366e094fc13ae5ab500029d,Corriente,411384220
6366e094fc13ae5ab500029e,Corriente,719616233
6366e094fc13ae5ab500029f,Corriente,990026112
6366e094fc13ae5ab50002a0,Ahorros,867103023
6366e094fc13ae5ab50002a1,Corriente,750430170
6366e094fc13ae5ab50002a2,Ahorros,897032343
6366e094fc13ae5ab50002a3,Corriente,852040173
6366e094fc13ae5ab50002a4,Ahorros,250289441
6366e094fc13ae5ab50002a5,Corriente,442776348
6366e094fc13ae5ab50002a6,Ahorros,632683487
6366e094fc13ae5ab50002a7,Ahorros,807291474
6366e094fc13ae5ab50002a8,Corriente,211948384
6366e094fc13ae5ab50002a9,Ahorros,948480890
6366e094fc13ae5ab50002aa,Corriente,136397023
6366e094fc13ae5ab50002ab,Corriente,930554332
6366e094fc13ae5ab50002ac,Corriente,104723991
6366e094fc13ae5ab50002ad,Corriente,634510380
6366e094fc13ae5ab50002ae,Corriente,682510495
6366e094fc13ae5ab50002af,Ahorros,105645762
6366e094fc13ae5ab50002b0,Corriente,937960179
6366e094fc13ae5ab50002b1,Corriente,93116359
6366e094fc13ae5ab50002b2,Ahorros,237883935
6366e094fc13ae5ab50002b3,Corriente,169290497
6366e094fc13ae5ab50002b4,Ahorros,80957333
6366e094fc13ae5ab50002b5,Corriente,374870073
6366e094fc13ae5ab50002b6,Corriente,535261797
6366e094fc13ae5ab50002b7,Corriente,736206767
6366e094fc13ae5ab50002b8,Corriente,966741662
6366e094fc13ae5ab50002b9,Ahorros,355507700
6366e094fc13ae5ab50002ba,Ahorros,832605687
6366e094fc13ae5ab50002bb,Corriente,563497388
6366e094fc13ae5ab50002bc,Ahorros,588658308
6366e094fc13ae5ab50002bd,Corriente,138470495
6366e094fc13ae5ab50002be,Ahorros,356364233
6366e094fc13ae5ab50002bf,Corriente,925256921
6366e094fc13ae5ab50002c0,Corriente,436321415
6366e094fc13ae5ab50002c1,Corriente,133353837
6366e094fc13ae5ab50002c2,Corriente,410187370
6366e094fc13ae5ab50002c3,Ahorros,940156922
6366e094fc13ae5ab50002c4,Corriente,380597871
6366e094fc13ae5ab50002c5,Corriente,636816433
6366e094fc13ae5ab50002c6,Corriente,418741376
6366e094fc13ae5ab50002c7,Corriente,238266515
6366e094fc13ae5ab50002c8,Corriente,351466161
6366e094fc13ae5ab50002c9,Corriente,435833293
6366e094fc13ae5ab50002ca,Ahorros,383113544
6366e094fc13ae5ab50002cb,Ahorros,764599958
6366e094fc13ae5ab50002cc,Ahorros,327258183
6366e094fc13ae5ab50002cd,Ahorros,471065755
6366e094fc13ae5ab50002ce,Ahorros,997870692
6366e094fc13ae5ab50002cf,Ahorros,698336280
6366e094fc13ae5ab50002d0,Ahorros,56802181
6366e094fc13ae5ab50002d1,Corriente,898555900
6366e094fc13ae5ab50002d2,Corriente,463305245
6366e094fc13ae5ab50002d3,Ahorros,655107711
6366e094fc13ae5ab50002d4,Corriente,926801509
6366e094fc13ae5ab50002d5,Ahorros,18328954
6366e094fc13ae5ab50002d6,Ahorros,416298826
6366e094fc13ae5ab50002d7,Ahorros,875193860
6366e094fc13ae5ab50002d8,Ahorros,449978182
6366e094fc13ae5ab50002d9,Ahorros,613125820
6366e094fc13ae5ab50002da,Ahorros,850664689
6366e094fc13ae5ab50002db,Corriente,245069675
6366e094fc13ae5ab50002dc,Corriente,783108547
6366e094fc13ae5ab50002dd,Corriente,780063439
6366e094fc13ae5ab50002de,Ahorros,586745869
6366e094fc13ae5ab50002df,Ahorros,968628073
6366e094fc13ae5ab50002e0,Ahorros,849829551
6366e094fc13ae5ab50002e1,Corriente,746806064
6366e094fc13ae5ab50002e2,Corriente,749933507
6366e094fc13ae5ab50002e3,Ahorros,946918464
6366e094fc13ae5ab50002e4,Ahorros,238242638
6366e094fc13ae5ab50002e5,Ahorros,594561273
6366e094fc13ae5ab50002e6,Ahorros,885163
6366e094fc13ae5ab50002e7,Ahorros,751470437
6366e094fc13ae5ab50002e8,Corriente,420037829
6366e094fc13ae5ab50002e9,Corriente,315863050
6366e094fc13ae5ab50002ea,Corriente,434302568
6366e094fc13ae5ab50002eb,Corriente,595239608
6366e094fc13ae5ab50002ec,Corriente,571385189
6366e094fc13ae5ab50002ed,Corriente,234472701
